,driver_id,carno,initials,name,season_x,accidents,failures,race_id,team,teamcolor,enginemanufacturer,gridposition,status,resultposition,completedlaps,speedtrap,date,season_y,location,availablecompounds,comment,nolaps,nolapsplanned,tracklength
19,4,20,MAG,Kevin Magnussen,2015,0.0,0.0,1,McLaren,#FF8700,Mercedes,4,F,2,57,316.9,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
20,4,20,MAG,Kevin Magnussen,2016,2.0,2.0,1,McLaren,#FF8700,Mercedes,4,F,2,57,316.9,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
21,4,20,MAG,Kevin Magnussen,2017,1.0,4.0,1,McLaren,#FF8700,Mercedes,4,F,2,57,316.9,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
22,4,20,MAG,Kevin Magnussen,2018,0.0,2.0,1,McLaren,#FF8700,Mercedes,4,F,2,57,316.9,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
23,4,20,MAG,Kevin Magnussen,2019,1.0,0.0,1,McLaren,#FF8700,Mercedes,4,F,2,57,316.9,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
24,5,14,ALO,Fernando Alonso,2014,0.0,2.0,1,Ferrari,#DC0000,Ferrari,5,F,4,57,304.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
25,5,14,ALO,Fernando Alonso,2015,1.0,6.0,1,Ferrari,#DC0000,Ferrari,5,F,4,57,304.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
26,5,14,ALO,Fernando Alonso,2016,1.0,2.0,1,Ferrari,#DC0000,Ferrari,5,F,4,57,304.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
27,5,14,ALO,Fernando Alonso,2017,2.0,6.0,1,Ferrari,#DC0000,Ferrari,5,F,4,57,304.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
28,5,14,ALO,Fernando Alonso,2018,2.0,4.0,1,Ferrari,#DC0000,Ferrari,5,F,4,57,304.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
29,5,14,ALO,Fernando Alonso,2019,Null,Null,1,Ferrari,#DC0000,Ferrari,5,F,4,57,304.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
30,6,25,VER,Jean-Eric Vergne,2014,0.0,5.0,1,ToroRosso,#469BFF,Renault,6,F,8,57,291.3,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
31,6,25,VER,Jean-Eric Vergne,2015,Null,Null,1,ToroRosso,#469BFF,Renault,6,F,8,57,291.3,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
32,6,25,VER,Jean-Eric Vergne,2016,Null,Null,1,ToroRosso,#469BFF,Renault,6,F,8,57,291.3,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
33,6,25,VER,Jean-Eric Vergne,2017,Null,Null,1,ToroRosso,#469BFF,Renault,6,F,8,57,291.3,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
34,6,25,VER,Jean-Eric Vergne,2018,Null,Null,1,ToroRosso,#469BFF,Renault,6,F,8,57,291.3,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
35,6,25,VER,Jean-Eric Vergne,2019,Null,Null,1,ToroRosso,#469BFF,Renault,6,F,8,57,291.3,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
36,7,27,HUL,Nico Hulkenberg,2014,1.0,1.0,1,ForceIndia,#F596C8,Mercedes,7,F,6,57,304.2,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
37,7,27,HUL,Nico Hulkenberg,2015,3.0,3.0,1,ForceIndia,#F596C8,Mercedes,7,F,6,57,304.2,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
38,7,27,HUL,Nico Hulkenberg,2016,2.0,2.0,1,ForceIndia,#F596C8,Mercedes,7,F,6,57,304.2,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
39,7,27,HUL,Nico Hulkenberg,2017,1.0,5.0,1,ForceIndia,#F596C8,Mercedes,7,F,6,57,304.2,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
40,7,27,HUL,Nico Hulkenberg,2018,4.0,3.0,1,ForceIndia,#F596C8,Mercedes,7,F,6,57,304.2,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
41,7,27,HUL,Nico Hulkenberg,2019,1.0,0.0,1,ForceIndia,#F596C8,Mercedes,7,F,6,57,304.2,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
42,8,26,KVY,Daniil Kvyat,2014,0.0,5.0,1,ToroRosso,#469BFF,Renault,8,F,9,57,306.3,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
43,8,26,KVY,Daniil Kvyat,2015,1.0,1.0,1,ToroRosso,#469BFF,Renault,8,F,9,57,306.3,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
44,8,26,KVY,Daniil Kvyat,2016,1.0,5.0,1,ToroRosso,#469BFF,Renault,8,F,9,57,306.3,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
45,8,26,KVY,Daniil Kvyat,2017,1.0,3.0,1,ToroRosso,#469BFF,Renault,8,F,9,57,306.3,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
46,8,26,KVY,Daniil Kvyat,2018,Null,Null,1,ToroRosso,#469BFF,Renault,8,F,9,57,306.3,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
47,8,26,KVY,Daniil Kvyat,2019,1.0,1.0,1,ToroRosso,#469BFF,Renault,8,F,9,57,306.3,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
48,9,19,MAS,Felipe Massa,2014,3.0,0.0,1,Williams,#192c4e,Mercedes,9,DNF,20,0,218.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
49,9,19,MAS,Felipe Massa,2015,0.0,2.0,1,Williams,#192c4e,Mercedes,9,DNF,20,0,218.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
50,9,19,MAS,Felipe Massa,2016,0.0,2.0,1,Williams,#192c4e,Mercedes,9,DNF,20,0,218.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
51,9,19,MAS,Felipe Massa,2017,1.0,1.0,1,Williams,#192c4e,Mercedes,9,DNF,20,0,218.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
52,9,19,MAS,Felipe Massa,2018,Null,Null,1,Williams,#192c4e,Mercedes,9,DNF,20,0,218.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
53,9,19,MAS,Felipe Massa,2019,Null,Null,1,Williams,#192c4e,Mercedes,9,DNF,20,0,218.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
54,10,22,BUT,Jenson Button,2014,0.0,0.0,1,McLaren,#FF8700,Mercedes,10,F,3,57,297.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
55,10,22,BUT,Jenson Button,2015,1.0,4.0,1,McLaren,#FF8700,Mercedes,10,F,3,57,297.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
56,10,22,BUT,Jenson Button,2016,1.0,5.0,1,McLaren,#FF8700,Mercedes,10,F,3,57,297.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
57,10,22,BUT,Jenson Button,2017,1.0,0.0,1,McLaren,#FF8700,Mercedes,10,F,3,57,297.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
58,10,22,BUT,Jenson Button,2018,Null,Null,1,McLaren,#FF8700,Mercedes,10,F,3,57,297.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
59,10,22,BUT,Jenson Button,2019,Null,Null,1,McLaren,#FF8700,Mercedes,10,F,3,57,297.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
60,11,7,RAI,Kimi Raikkonen,2014,1.0,0.0,1,Ferrari,#DC0000,Ferrari,11,F,7,57,298.4,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
61,11,7,RAI,Kimi Raikkonen,2015,2.0,3.0,1,Ferrari,#DC0000,Ferrari,11,F,7,57,298.4,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
62,11,7,RAI,Kimi Raikkonen,2016,1.0,2.0,1,Ferrari,#DC0000,Ferrari,11,F,7,57,298.4,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
63,11,7,RAI,Kimi Raikkonen,2017,2.0,0.0,1,Ferrari,#DC0000,Ferrari,11,F,7,57,298.4,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
64,11,7,RAI,Kimi Raikkonen,2018,0.0,4.0,1,Ferrari,#DC0000,Ferrari,11,F,7,57,298.4,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
65,11,7,RAI,Kimi Raikkonen,2019,1.0,1.0,1,Ferrari,#DC0000,Ferrari,11,F,7,57,298.4,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
66,12,5,VET,Sebastian Vettel,2014,0.0,3.0,1,RedBull,#1E41FF,Renault,12,DNF,18,3,225.8,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
67,12,5,VET,Sebastian Vettel,2015,1.0,0.0,1,RedBull,#1E41FF,Renault,12,DNF,18,3,225.8,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
68,12,5,VET,Sebastian Vettel,2016,2.0,1.0,1,RedBull,#1E41FF,Renault,12,DNF,18,3,225.8,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
69,12,5,VET,Sebastian Vettel,2017,1.0,1.0,1,RedBull,#1E41FF,Renault,12,DNF,18,3,225.8,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
70,12,5,VET,Sebastian Vettel,2018,1.0,0.0,1,RedBull,#1E41FF,Renault,12,DNF,18,3,225.8,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
71,12,5,VET,Sebastian Vettel,2019,0.0,2.0,1,RedBull,#1E41FF,Renault,12,DNF,18,3,225.8,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
72,13,99,SUT,Adrian Sutil,2014,4.0,3.0,1,Sauber,#9B0000,Ferrari,13,F,11,56,298.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
73,13,99,SUT,Adrian Sutil,2015,Null,Null,1,Sauber,#9B0000,Ferrari,13,F,11,56,298.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
74,13,99,SUT,Adrian Sutil,2016,Null,Null,1,Sauber,#9B0000,Ferrari,13,F,11,56,298.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
75,13,99,SUT,Adrian Sutil,2017,Null,Null,1,Sauber,#9B0000,Ferrari,13,F,11,56,298.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
76,13,99,SUT,Adrian Sutil,2018,Null,Null,1,Sauber,#9B0000,Ferrari,13,F,11,56,298.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
77,13,99,SUT,Adrian Sutil,2019,Null,Null,1,Sauber,#9B0000,Ferrari,13,F,11,56,298.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
78,14,10,KOB,Kamui Kobayashi,2014,1.0,5.0,1,Caterham,#006400,Renault,14,DNF,21,0,226.1,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
79,14,10,KOB,Kamui Kobayashi,2015,Null,Null,1,Caterham,#006400,Renault,14,DNF,21,0,226.1,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
80,14,10,KOB,Kamui Kobayashi,2016,Null,Null,1,Caterham,#006400,Renault,14,DNF,21,0,226.1,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
81,14,10,KOB,Kamui Kobayashi,2017,Null,Null,1,Caterham,#006400,Renault,14,DNF,21,0,226.1,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
82,14,10,KOB,Kamui Kobayashi,2018,Null,Null,1,Caterham,#006400,Renault,14,DNF,21,0,226.1,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
83,14,10,KOB,Kamui Kobayashi,2019,Null,Null,1,Caterham,#006400,Renault,14,DNF,21,0,226.1,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
84,15,77,BOT,Valtteri Bottas,2014,0.0,1.0,1,Williams,#192c4e,Mercedes,15,F,5,57,312.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
85,15,77,BOT,Valtteri Bottas,2015,0.0,1.0,1,Williams,#192c4e,Mercedes,15,F,5,57,312.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
86,15,77,BOT,Valtteri Bottas,2016,0.0,2.0,1,Williams,#192c4e,Mercedes,15,F,5,57,312.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
87,15,77,BOT,Valtteri Bottas,2017,0.0,1.0,1,Williams,#192c4e,Mercedes,15,F,5,57,312.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
88,15,77,BOT,Valtteri Bottas,2018,0.0,1.0,1,Williams,#192c4e,Mercedes,15,F,5,57,312.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
89,15,77,BOT,Valtteri Bottas,2019,1.0,0.0,1,Williams,#192c4e,Mercedes,15,F,5,57,312.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
90,16,11,PER,Sergio Perez,2014,3.0,0.0,1,ForceIndia,#F596C8,Mercedes,16,F,10,57,301.6,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
91,16,11,PER,Sergio Perez,2015,0.0,1.0,1,ForceIndia,#F596C8,Mercedes,16,F,10,57,301.6,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
92,16,11,PER,Sergio Perez,2016,0.0,0.0,1,ForceIndia,#F596C8,Mercedes,16,F,10,57,301.6,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
93,16,11,PER,Sergio Perez,2017,0.0,1.0,1,ForceIndia,#F596C8,Mercedes,16,F,10,57,301.6,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
94,16,11,PER,Sergio Perez,2018,0.0,2.0,1,ForceIndia,#F596C8,Mercedes,16,F,10,57,301.6,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
95,16,11,PER,Sergio Perez,2019,1.0,1.0,1,ForceIndia,#F596C8,Mercedes,16,F,10,57,301.6,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
96,17,4,CHI,Max Chilton,2014,2.0,1.0,1,Marussia,#6E0000,Ferrari,17,F,13,55,280.8,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
97,17,4,CHI,Max Chilton,2015,Null,Null,1,Marussia,#6E0000,Ferrari,17,F,13,55,280.8,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
98,17,4,CHI,Max Chilton,2016,Null,Null,1,Marussia,#6E0000,Ferrari,17,F,13,55,280.8,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
99,17,4,CHI,Max Chilton,2017,Null,Null,1,Marussia,#6E0000,Ferrari,17,F,13,55,280.8,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
100,17,4,CHI,Max Chilton,2018,Null,Null,1,Marussia,#6E0000,Ferrari,17,F,13,55,280.8,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
101,17,4,CHI,Max Chilton,2019,Null,Null,1,Marussia,#6E0000,Ferrari,17,F,13,55,280.8,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
102,18,17,BIA,Jules Bianchi,2014,1.0,1.0,1,Marussia,#6E0000,Ferrari,18,F,14,49,294.4,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
103,18,17,BIA,Jules Bianchi,2015,Null,Null,1,Marussia,#6E0000,Ferrari,18,F,14,49,294.4,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
104,18,17,BIA,Jules Bianchi,2016,Null,Null,1,Marussia,#6E0000,Ferrari,18,F,14,49,294.4,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
105,18,17,BIA,Jules Bianchi,2017,Null,Null,1,Marussia,#6E0000,Ferrari,18,F,14,49,294.4,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
106,18,17,BIA,Jules Bianchi,2018,Null,Null,1,Marussia,#6E0000,Ferrari,18,F,14,49,294.4,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
107,18,17,BIA,Jules Bianchi,2019,Null,Null,1,Marussia,#6E0000,Ferrari,18,F,14,49,294.4,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
108,19,9,ERI,Marcus Ericsson,2014,1.0,4.0,1,Caterham,#006400,Renault,19,DNF,17,27,297.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
109,19,9,ERI,Marcus Ericsson,2015,2.0,1.0,1,Caterham,#006400,Renault,19,DNF,17,27,297.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
110,19,9,ERI,Marcus Ericsson,2016,1.0,3.0,1,Caterham,#006400,Renault,19,DNF,17,27,297.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
111,19,9,ERI,Marcus Ericsson,2017,3.0,2.0,1,Caterham,#006400,Renault,19,DNF,17,27,297.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
112,19,9,ERI,Marcus Ericsson,2018,1.0,3.0,1,Caterham,#006400,Renault,19,DNF,17,27,297.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
113,19,9,ERI,Marcus Ericsson,2019,Null,Null,1,Caterham,#006400,Renault,19,DNF,17,27,297.0,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
114,20,21,GUT,Esteban Gutierrez,2014,3.0,3.0,1,Sauber,#9B0000,Ferrari,20,F,12,56,292.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
115,20,21,GUT,Esteban Gutierrez,2015,Null,Null,1,Sauber,#9B0000,Ferrari,20,F,12,56,292.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
116,20,21,GUT,Esteban Gutierrez,2016,1.0,3.0,1,Sauber,#9B0000,Ferrari,20,F,12,56,292.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
117,20,21,GUT,Esteban Gutierrez,2017,Null,Null,1,Sauber,#9B0000,Ferrari,20,F,12,56,292.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
118,20,21,GUT,Esteban Gutierrez,2018,Null,Null,1,Sauber,#9B0000,Ferrari,20,F,12,56,292.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
119,20,21,GUT,Esteban Gutierrez,2019,Null,Null,1,Sauber,#9B0000,Ferrari,20,F,12,56,292.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
120,21,13,MAL,Pastor Maldonado,2014,0.0,6.0,1,LotusF1,#E2B007,Renault,21,DNF,16,29,276.9,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
121,21,13,MAL,Pastor Maldonado,2015,5.0,4.0,1,LotusF1,#E2B007,Renault,21,DNF,16,29,276.9,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
122,21,13,MAL,Pastor Maldonado,2016,Null,Null,1,LotusF1,#E2B007,Renault,21,DNF,16,29,276.9,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
123,21,13,MAL,Pastor Maldonado,2017,Null,Null,1,LotusF1,#E2B007,Renault,21,DNF,16,29,276.9,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
124,21,13,MAL,Pastor Maldonado,2018,Null,Null,1,LotusF1,#E2B007,Renault,21,DNF,16,29,276.9,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
125,21,13,MAL,Pastor Maldonado,2019,Null,Null,1,LotusF1,#E2B007,Renault,21,DNF,16,29,276.9,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
126,22,8,GRO,Romain Grosjean,2014,1.0,5.0,1,LotusF1,#E2B007,Renault,22,DNF,15,43,281.7,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
127,22,8,GRO,Romain Grosjean,2015,3.0,3.0,1,LotusF1,#E2B007,Renault,22,DNF,15,43,281.7,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
128,22,8,GRO,Romain Grosjean,2016,0.0,3.0,1,LotusF1,#E2B007,Renault,22,DNF,15,43,281.7,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
129,22,8,GRO,Romain Grosjean,2017,1.0,2.0,1,LotusF1,#E2B007,Renault,22,DNF,15,43,281.7,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
130,22,8,GRO,Romain Grosjean,2018,4.0,1.0,1,LotusF1,#E2B007,Renault,22,DNF,15,43,281.7,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
131,22,8,GRO,Romain Grosjean,2019,2.0,4.0,1,LotusF1,#E2B007,Renault,22,DNF,15,43,281.7,2014-03-16,2014,Melbourne,"A2,A3,I,W",Null,57,58,5303
132,1,44,HAM,Lewis Hamilton,2014,0.0,3.0,2,Mercedes,#00D2BE,Mercedes,1,F,1,56,305.9,2014-03-30,2014,KualaLumpur,"A1,A2,I,W",Null,56,56,5543
133,1,44,HAM,Lewis Hamilton,2015,0.0,1.0,2,Mercedes,#00D2BE,Mercedes,1,F,1,56,305.9,2014-03-30,2014,KualaLumpur,"A1,A2,I,W",Null,56,56,5543
134,1,44,HAM,Lewis Hamilton,2016,1.0,1.0,2,Mercedes,#00D2BE,Mercedes,1,F,1,56,305.9,2014-03-30,2014,KualaLumpur,"A1,A2,I,W",Null,56,56,5543
135,1,44,HAM,Lewis Hamilton,2017,0.0,0.0,2,Mercedes,#00D2BE,Mercedes,1,F,1,56,305.9,2014-03-30,2014,KualaLumpur,"A1,A2,I,W",Null,56,56,5543
136,1,44,HAM,Lewis Hamilton,2018,0.0,1.0,2,Mercedes,#00D2BE,Mercedes,1,F,1,56,305.9,2014-03-30,2014,KualaLumpur,"A1,A2,I,W",Null,56,56,5543
137,1,44,HAM,Lewis Hamilton,2019,0.0,0.0,2,Mercedes,#00D2BE,Mercedes,1,F,1,56,305.9,2014-03-30,2014,KualaLumpur,"A1,A2,I,W",Null,56,56,5543
138,2,3,RIC,Daniel Ricciardo,2014,0.0,2.0,2,RedBull,#1E41FF,Renault,5,DNF,16,49,295.4,2014-03-30,2014,KualaLumpur,"A1,A2,I,W",Null,56,56,5543
