,driver_id,carno,initials,name,race_id,team,teamcolor,enginemanufacturer,gridposition,status,resultposition,completedlaps,speedtrap,date,season,location,availablecompounds,comment,nolaps,nolapsplanned,tracklength,"accidents per driver, per season","failures per driver, per season"
47,3,6,ROS,Nico Rosberg,10,Mercedes,#00D2BE,Mercedes,1,F,1,67,331.8,2014-07-20,2014,Hockenheim,"A3,A4,I,W",,67,67,4574,0.0,2.0
48,3,6,ROS,Nico Rosberg,11,Mercedes,#00D2BE,Mercedes,1,F,4,70,313.4,2014-07-27,2014,Budapest,"A2,A3,I,W",Wet in the beginning,70,70,4381,0.0,2.0
49,3,6,ROS,Nico Rosberg,12,Mercedes,#00D2BE,Mercedes,1,F,2,44,314.1,2014-08-24,2014,Spa,"A2,A3,I,W",,44,44,7004,0.0,2.0
50,3,6,ROS,Nico Rosberg,13,Mercedes,#00D2BE,Mercedes,2,F,2,53,331.0,2014-09-07,2014,Monza,"A1,A2,I,W",,53,53,5793,0.0,2.0
51,3,6,ROS,Nico Rosberg,14,Mercedes,#00D2BE,Mercedes,2,DNF,21,13,271.6,2014-09-21,2014,Singapore,"A3,A4,I,W",,60,61,5063,0.0,2.0
52,3,6,ROS,Nico Rosberg,15,Mercedes,#00D2BE,Mercedes,1,F,2,44,273.6,2014-10-05,2014,Suzuka,"A1,A2,I,W","Wet race, start behind SC, race interrupted in lap 2/3 for 15 minutes (in the pit), restart behind SC, race finally interrupted after lap 46, race officially ended after lap 44",44,53,5807,0.0,2.0
53,3,6,ROS,Nico Rosberg,16,Mercedes,#00D2BE,Mercedes,2,F,2,53,322.0,2014-10-12,2014,Sochi,"A2,A3,I,W",,53,53,5848,0.0,2.0
54,3,6,ROS,Nico Rosberg,17,Mercedes,#00D2BE,Mercedes,1,F,2,56,316.7,2014-11-02,2014,Austin,"A2,A3,I,W",,56,56,5513,0.0,2.0
55,3,6,ROS,Nico Rosberg,18,Mercedes,#00D2BE,Mercedes,1,F,1,71,318.8,2014-11-09,2014,SaoPaulo,"A2,A3,I,W",,71,71,4309,0.0,2.0
56,3,6,ROS,Nico Rosberg,19,Mercedes,#00D2BE,Mercedes,1,F,14,54,318.4,2014-11-23,2014,YasMarina,"A3,A4,I,W",,55,55,5554,0.0,2.0
57,4,20,MAG,Kevin Magnussen,1,McLaren,#FF8700,Mercedes,4,F,2,57,316.9,2014-03-16,2014,Melbourne,"A2,A3,I,W",,57,58,5303,0.0,1.0
58,4,20,MAG,Kevin Magnussen,2,McLaren,#FF8700,Mercedes,8,F,9,55,305.6,2014-03-30,2014,KualaLumpur,"A1,A2,I,W",,56,56,5543,0.0,1.0
59,4,20,MAG,Kevin Magnussen,3,McLaren,#FF8700,Mercedes,8,DNF,18,40,311.1,2014-04-06,2014,Sakhir,"A2,A3,I,W","Crash GUT in lap 41, SC somewhen in the end of lap 41 or beginning of lap 42",57,57,5412,0.0,1.0
60,4,20,MAG,Kevin Magnussen,4,McLaren,#FF8700,Mercedes,15,F,13,53,333.8,2014-04-20,2014,Shanghai,"A2,A3,I,W",,54,56,5451,0.0,1.0
61,4,20,MAG,Kevin Magnussen,5,McLaren,#FF8700,Mercedes,14,F,12,65,334.3,2014-05-11,2014,Catalunya,"A1,A2,I,W",,66,66,4655,0.0,1.0
62,4,20,MAG,Kevin Magnussen,6,McLaren,#FF8700,Mercedes,8,F,10,77,284.9,2014-05-25,2014,MonteCarlo,"A3,A4,I,W",,78,78,3337,0.0,1.0
63,4,20,MAG,Kevin Magnussen,7,McLaren,#FF8700,Mercedes,12,F,9,70,338.3,2014-06-08,2014,Montreal,"A3,A4,I,W",Race finished behind SC,70,70,4361,0.0,1.0
64,4,20,MAG,Kevin Magnussen,8,McLaren,#FF8700,Mercedes,6,F,7,71,315.6,2014-06-22,2014,Spielberg,"A3,A4,I,W",,71,71,4318,0.0,1.0
65,4,20,MAG,Kevin Magnussen,9,McLaren,#FF8700,Mercedes,5,F,7,52,324.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891,0.0,1.0
66,4,20,MAG,Kevin Magnussen,10,McLaren,#FF8700,Mercedes,4,F,9,66,333.6,2014-07-20,2014,Hockenheim,"A3,A4,I,W",,67,67,4574,0.0,1.0
67,4,20,MAG,Kevin Magnussen,11,McLaren,#FF8700,Mercedes,21,F,12,70,308.7,2014-07-27,2014,Budapest,"A2,A3,I,W",Wet in the beginning,70,70,4381,0.0,1.0
68,4,20,MAG,Kevin Magnussen,12,McLaren,#FF8700,Mercedes,7,F,12,44,310.2,2014-08-24,2014,Spa,"A2,A3,I,W",,44,44,7004,0.0,1.0
69,4,20,MAG,Kevin Magnussen,13,McLaren,#FF8700,Mercedes,5,F,10,53,349.2,2014-09-07,2014,Monza,"A1,A2,I,W",,53,53,5793,0.0,1.0
70,4,20,MAG,Kevin Magnussen,14,McLaren,#FF8700,Mercedes,9,F,10,60,302.9,2014-09-21,2014,Singapore,"A3,A4,I,W",,60,61,5063,0.0,1.0
71,4,20,MAG,Kevin Magnussen,15,McLaren,#FF8700,Mercedes,7,F,14,43,261.4,2014-10-05,2014,Suzuka,"A1,A2,I,W","Wet race, start behind SC, race interrupted in lap 2/3 for 15 minutes (in the pit), restart behind SC, race finally interrupted after lap 46, race officially ended after lap 44",44,53,5807,0.0,1.0
72,4,20,MAG,Kevin Magnussen,16,McLaren,#FF8700,Mercedes,11,F,5,53,325.6,2014-10-12,2014,Sochi,"A2,A3,I,W",,53,53,5848,0.0,1.0
73,4,20,MAG,Kevin Magnussen,17,McLaren,#FF8700,Mercedes,7,F,8,56,327.9,2014-11-02,2014,Austin,"A2,A3,I,W",,56,56,5513,0.0,1.0
74,4,20,MAG,Kevin Magnussen,18,McLaren,#FF8700,Mercedes,7,F,9,71,322.4,2014-11-09,2014,SaoPaulo,"A2,A3,I,W",,71,71,4309,0.0,1.0
75,4,20,MAG,Kevin Magnussen,19,McLaren,#FF8700,Mercedes,9,F,11,55,321.9,2014-11-23,2014,YasMarina,"A3,A4,I,W",,55,55,5554,0.0,1.0
76,5,14,ALO,Fernando Alonso,1,Ferrari,#DC0000,Ferrari,5,F,4,57,304.5,2014-03-16,2014,Melbourne,"A2,A3,I,W",,57,58,5303,0.0,2.0
77,5,14,ALO,Fernando Alonso,2,Ferrari,#DC0000,Ferrari,4,F,4,56,307.4,2014-03-30,2014,KualaLumpur,"A1,A2,I,W",,56,56,5543,0.0,2.0
78,5,14,ALO,Fernando Alonso,3,Ferrari,#DC0000,Ferrari,9,F,9,57,314.4,2014-04-06,2014,Sakhir,"A2,A3,I,W","Crash GUT in lap 41, SC somewhen in the end of lap 41 or beginning of lap 42",57,57,5412,0.0,2.0
79,5,14,ALO,Fernando Alonso,4,Ferrari,#DC0000,Ferrari,5,F,3,54,321.9,2014-04-20,2014,Shanghai,"A2,A3,I,W",,54,56,5451,0.0,2.0
80,5,14,ALO,Fernando Alonso,5,Ferrari,#DC0000,Ferrari,7,F,6,66,331.8,2014-05-11,2014,Catalunya,"A1,A2,I,W",,66,66,4655,0.0,2.0
81,5,14,ALO,Fernando Alonso,6,Ferrari,#DC0000,Ferrari,5,F,4,78,282.5,2014-05-25,2014,MonteCarlo,"A3,A4,I,W",,78,78,3337,0.0,2.0
82,5,14,ALO,Fernando Alonso,7,Ferrari,#DC0000,Ferrari,7,F,6,70,330.2,2014-06-08,2014,Montreal,"A3,A4,I,W",Race finished behind SC,70,70,4361,0.0,2.0
83,5,14,ALO,Fernando Alonso,8,Ferrari,#DC0000,Ferrari,4,F,5,71,307.3,2014-06-22,2014,Spielberg,"A3,A4,I,W",,71,71,4318,0.0,2.0
84,5,14,ALO,Fernando Alonso,9,Ferrari,#DC0000,Ferrari,16,F,6,52,324.2,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891,0.0,2.0
85,5,14,ALO,Fernando Alonso,10,Ferrari,#DC0000,Ferrari,7,F,5,67,327.7,2014-07-20,2014,Hockenheim,"A3,A4,I,W",,67,67,4574,0.0,2.0
86,5,14,ALO,Fernando Alonso,11,Ferrari,#DC0000,Ferrari,5,F,2,70,300.7,2014-07-27,2014,Budapest,"A2,A3,I,W",Wet in the beginning,70,70,4381,0.0,2.0
87,5,14,ALO,Fernando Alonso,12,Ferrari,#DC0000,Ferrari,4,F,7,44,309.7,2014-08-24,2014,Spa,"A2,A3,I,W",,44,44,7004,0.0,2.0
88,5,14,ALO,Fernando Alonso,13,Ferrari,#DC0000,Ferrari,7,DNF,21,28,347.0,2014-09-07,2014,Monza,"A1,A2,I,W",,53,53,5793,0.0,2.0
89,5,14,ALO,Fernando Alonso,14,Ferrari,#DC0000,Ferrari,5,F,4,60,291.2,2014-09-21,2014,Singapore,"A3,A4,I,W",,60,61,5063,0.0,2.0
90,5,14,ALO,Fernando Alonso,15,Ferrari,#DC0000,Ferrari,5,DNF,22,2,166.3,2014-10-05,2014,Suzuka,"A1,A2,I,W","Wet race, start behind SC, race interrupted in lap 2/3 for 15 minutes (in the pit), restart behind SC, race finally interrupted after lap 46, race officially ended after lap 44",44,53,5807,0.0,2.0
91,5,14,ALO,Fernando Alonso,16,Ferrari,#DC0000,Ferrari,7,F,6,53,309.7,2014-10-12,2014,Sochi,"A2,A3,I,W",,53,53,5848,0.0,2.0
92,5,14,ALO,Fernando Alonso,17,Ferrari,#DC0000,Ferrari,6,F,6,56,331.1,2014-11-02,2014,Austin,"A2,A3,I,W",,56,56,5513,0.0,2.0
93,5,14,ALO,Fernando Alonso,18,Ferrari,#DC0000,Ferrari,8,F,6,71,322.7,2014-11-09,2014,SaoPaulo,"A2,A3,I,W",,71,71,4309,0.0,2.0
94,5,14,ALO,Fernando Alonso,19,Ferrari,#DC0000,Ferrari,8,F,9,55,323.3,2014-11-23,2014,YasMarina,"A3,A4,I,W",,55,55,5554,0.0,2.0
95,6,25,VER,Jean-Eric Vergne,1,ToroRosso,#469BFF,Renault,6,F,8,57,291.3,2014-03-16,2014,Melbourne,"A2,A3,I,W",,57,58,5303,0.0,5.0
96,6,25,VER,Jean-Eric Vergne,2,ToroRosso,#469BFF,Renault,9,DNF,19,18,287.5,2014-03-30,2014,KualaLumpur,"A1,A2,I,W",,56,56,5543,0.0,5.0
97,6,25,VER,Jean-Eric Vergne,3,ToroRosso,#469BFF,Renault,14,DNF,21,18,319.0,2014-04-06,2014,Sakhir,"A2,A3,I,W","Crash GUT in lap 41, SC somewhen in the end of lap 41 or beginning of lap 42",57,57,5412,0.0,5.0
98,6,25,VER,Jean-Eric Vergne,4,ToroRosso,#469BFF,Renault,9,F,12,53,331.8,2014-04-20,2014,Shanghai,"A2,A3,I,W",,54,56,5451,0.0,5.0
99,6,25,VER,Jean-Eric Vergne,5,ToroRosso,#469BFF,Renault,21,DNF,22,24,333.0,2014-05-11,2014,Catalunya,"A1,A2,I,W",,66,66,4655,0.0,5.0
100,6,25,VER,Jean-Eric Vergne,6,ToroRosso,#469BFF,Renault,7,DNF,17,50,285.5,2014-05-25,2014,MonteCarlo,"A3,A4,I,W",,78,78,3337,0.0,5.0
101,6,25,VER,Jean-Eric Vergne,7,ToroRosso,#469BFF,Renault,8,F,8,70,331.7,2014-06-08,2014,Montreal,"A3,A4,I,W",Race finished behind SC,70,70,4361,0.0,5.0
102,6,25,VER,Jean-Eric Vergne,8,ToroRosso,#469BFF,Renault,14,DNF,20,59,306.1,2014-06-22,2014,Spielberg,"A3,A4,I,W",,71,71,4318,0.0,5.0
103,6,25,VER,Jean-Eric Vergne,9,ToroRosso,#469BFF,Renault,10,F,10,51,322.6,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891,0.0,5.0
104,6,25,VER,Jean-Eric Vergne,10,ToroRosso,#469BFF,Renault,13,F,13,66,335.7,2014-07-20,2014,Hockenheim,"A3,A4,I,W",,67,67,4574,0.0,5.0
105,6,25,VER,Jean-Eric Vergne,11,ToroRosso,#469BFF,Renault,8,F,9,70,300.3,2014-07-27,2014,Budapest,"A2,A3,I,W",Wet in the beginning,70,70,4381,0.0,5.0
106,6,25,VER,Jean-Eric Vergne,12,ToroRosso,#469BFF,Renault,12,F,11,44,304.7,2014-08-24,2014,Spa,"A2,A3,I,W",,44,44,7004,0.0,5.0
107,6,25,VER,Jean-Eric Vergne,13,ToroRosso,#469BFF,Renault,12,F,13,53,357.6,2014-09-07,2014,Monza,"A1,A2,I,W",,53,53,5793,0.0,5.0
108,6,25,VER,Jean-Eric Vergne,14,ToroRosso,#469BFF,Renault,12,F,6,60,302.1,2014-09-21,2014,Singapore,"A3,A4,I,W",,60,61,5063,0.0,5.0
109,6,25,VER,Jean-Eric Vergne,15,ToroRosso,#469BFF,Renault,20,F,9,44,271.4,2014-10-05,2014,Suzuka,"A1,A2,I,W","Wet race, start behind SC, race interrupted in lap 2/3 for 15 minutes (in the pit), restart behind SC, race finally interrupted after lap 46, race officially ended after lap 44",44,53,5807,0.0,5.0
110,6,25,VER,Jean-Eric Vergne,16,ToroRosso,#469BFF,Renault,9,F,13,53,302.2,2014-10-12,2014,Sochi,"A2,A3,I,W",,53,53,5848,0.0,5.0
111,6,25,VER,Jean-Eric Vergne,17,ToroRosso,#469BFF,Renault,14,F,10,56,334.7,2014-11-02,2014,Austin,"A2,A3,I,W",,56,56,5513,0.0,5.0
112,6,25,VER,Jean-Eric Vergne,18,ToroRosso,#469BFF,Renault,15,F,13,70,325.8,2014-11-09,2014,SaoPaulo,"A2,A3,I,W",,71,71,4309,0.0,5.0
113,6,25,VER,Jean-Eric Vergne,19,ToroRosso,#469BFF,Renault,10,F,12,55,325.3,2014-11-23,2014,YasMarina,"A3,A4,I,W",,55,55,5554,0.0,5.0
114,7,27,HUL,Nico Hulkenberg,1,ForceIndia,#F596C8,Mercedes,7,F,6,57,304.2,2014-03-16,2014,Melbourne,"A2,A3,I,W",,57,58,5303,1.0,1.0
115,7,27,HUL,Nico Hulkenberg,2,ForceIndia,#F596C8,Mercedes,7,F,5,56,312.9,2014-03-30,2014,KualaLumpur,"A1,A2,I,W",,56,56,5543,1.0,1.0
116,7,27,HUL,Nico Hulkenberg,3,ForceIndia,#F596C8,Mercedes,11,F,5,57,328.7,2014-04-06,2014,Sakhir,"A2,A3,I,W","Crash GUT in lap 41, SC somewhen in the end of lap 41 or beginning of lap 42",57,57,5412,1.0,1.0
117,7,27,HUL,Nico Hulkenberg,4,ForceIndia,#F596C8,Mercedes,8,F,6,54,332.7,2014-04-20,2014,Shanghai,"A2,A3,I,W",,54,56,5451,1.0,1.0
118,7,27,HUL,Nico Hulkenberg,5,ForceIndia,#F596C8,Mercedes,10,F,10,65,334.7,2014-05-11,2014,Catalunya,"A1,A2,I,W",,66,66,4655,1.0,1.0
119,7,27,HUL,Nico Hulkenberg,6,ForceIndia,#F596C8,Mercedes,11,F,5,77,287.8,2014-05-25,2014,MonteCarlo,"A3,A4,I,W",,78,78,3337,1.0,1.0
120,7,27,HUL,Nico Hulkenberg,7,ForceIndia,#F596C8,Mercedes,11,F,5,70,338.5,2014-06-08,2014,Montreal,"A3,A4,I,W",Race finished behind SC,70,70,4361,1.0,1.0
121,7,27,HUL,Nico Hulkenberg,8,ForceIndia,#F596C8,Mercedes,10,F,9,71,314.2,2014-06-22,2014,Spielberg,"A3,A4,I,W",,71,71,4318,1.0,1.0
122,7,27,HUL,Nico Hulkenberg,9,ForceIndia,#F596C8,Mercedes,4,F,8,52,312.9,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891,1.0,1.0
123,7,27,HUL,Nico Hulkenberg,10,ForceIndia,#F596C8,Mercedes,9,F,7,67,333.2,2014-07-20,2014,Hockenheim,"A3,A4,I,W",,67,67,4574,1.0,1.0
124,7,27,HUL,Nico Hulkenberg,11,ForceIndia,#F596C8,Mercedes,9,DNF,20,14,303.7,2014-07-27,2014,Budapest,"A2,A3,I,W",Wet in the beginning,70,70,4381,1.0,1.0
125,7,27,HUL,Nico Hulkenberg,12,ForceIndia,#F596C8,Mercedes,18,F,10,44,311.2,2014-08-24,2014,Spa,"A2,A3,I,W",,44,44,7004,1.0,1.0
126,7,27,HUL,Nico Hulkenberg,13,ForceIndia,#F596C8,Mercedes,13,F,12,53,343.0,2014-09-07,2014,Monza,"A1,A2,I,W",,53,53,5793,1.0,1.0
127,7,27,HUL,Nico Hulkenberg,14,ForceIndia,#F596C8,Mercedes,13,F,9,60,303.8,2014-09-21,2014,Singapore,"A3,A4,I,W",,60,61,5063,1.0,1.0
128,7,27,HUL,Nico Hulkenberg,15,ForceIndia,#F596C8,Mercedes,13,F,8,44,257.5,2014-10-05,2014,Suzuka,"A1,A2,I,W","Wet race, start behind SC, race interrupted in lap 2/3 for 15 minutes (in the pit), restart behind SC, race finally interrupted after lap 46, race officially ended after lap 44",44,53,5807,1.0,1.0
129,7,27,HUL,Nico Hulkenberg,16,ForceIndia,#F596C8,Mercedes,17,F,12,53,318.3,2014-10-12,2014,Sochi,"A2,A3,I,W",,53,53,5848,1.0,1.0
